main_sku,product,sku,component_name,begin_date,end_date,cost
CAP007,Capa de microfibra infantil,CAP007VAR004,Capa de Microfibra infantil Black Women,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR005,Capa de Microfibra infantil Mulher Maravilha,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR006,Capa de Microfibra infantil Chiquinha,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR007,Capa de Microfibra infantil Escova Feminina,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR008,Capa de Microfibra infantil Free Fire,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR009,Capa de Microfibra infantil Skye,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR010,Capa de Microfibra infantil Super homem,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR011,Capa de Microfibra infantil Hulk,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR012,Capa de Microfibra infantil Homem Aranha,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR013,Capa de Microfibra infantil Capitão América,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR014,Capa de Microfibra infantil Wolverine,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR015,Capa de Microfibra infantil Batman,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR016,Capa de Microfibra infantil Thor,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR017,Capa de Microfibra infantil Homem de Ferro,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR018,Capa de Microfibra infantil Chaves,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR019,Capa de Microfibra infantil Nemo,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR020,Capa de Microfibra infantil Toy Story,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR021,Capa de Microfibra infantil Lucas Neto,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR022,Capa de Microfibra infantil patrulha canina,01/07/2024,,"15,00"
CAP007,Capa de microfibra infantil,CAP007VAR023,Capa de Microfibra infantil Os Incríveis,01/07/2024,,"15,00"
CAP008,Capa de microfibra lisa 2 m,CAP008VAR001,Capa de Microfibra Preta 2 m,01/07/2024,,"18,00"
CAP008,Capa de microfibra lisa 2 m,CAP008VAR002,Capa de Microfibra Branca 2 m,01/07/2024,,"18,00"
LAC001,Lâmina de Acabamento Babyliss Pro FX707Z,LAC001VAR001,Lâmina de Acabamento Babyliss Pro FX707Z,01/07/2024,,
LAC002,Lâmina de Acabamento Babyliss Pro FX8010B,LAC002VAR001,Lâmina de Acabamento Babyliss Pro FX8010B,01/07/2024,,
LAC003,Lâmina de Cerâmica Babyliss Pro Fx707/787,LAC003VAR001,Lâmina de Cerâmica Babyliss Pro Fx707/787,01/07/2024,,
PMQ001,"Pente para máquina 0,5",PMQ001VAR001,"Pente para máquina branco 0,5",01/07/2024,,
PMQ001,"Pente para máquina 0,5",PMQ001VAR002,"Pente para máquina cinza 0,5",01/07/2024,,"2,00"
PMQ001,"Pente para máquina 0,5",PMQ001VAR003,"Pente para máquina preto trava metal 0,5",01/07/2024,,"10,00"
PMQ002,"Pente para máquina 1,5",PMQ002VAR001,"Pente para máquina verde 1,5",01/07/2024,,"2,00"
PMQ002,"Pente para máquina 1,5",PMQ002VAR002,"Pente para máquina branco 1,5",01/07/2024,,"1,00"
PMQ002,"Pente para máquina 1,5",PMQ002VAR003,"Pente para máquina preto trava metal 1,5",01/07/2024,,
PMQ002,"Pente para máquina 1,5",PMQ002VAR004,"Pente para máquina vermelho 1,5",01/07/2024,,
PMQ003,Pente para máquina 1,PMQ003VAR001,Pente para máquina vermelho 1,01/07/2024,,
PEN001,Pente de Química Derlin,PEN001VAR001,Pente de Química Derlin,01/07/2024,,"2,50"
PEN002,Pente Carbono Umi CB107 preto,PEN002VAR001,Pente Carbono Umi CB107 preto,01/07/2024,,"3,80"
PEN003,Pente Carbono Umi CB1235,PEN003VAR001,Pente Carbono Umi CB1235 vermelho,01/07/2024,,"3,80"
PEN003,Pente Carbono Umi CB1235,PEN003VAR002,Pente Carbono Umi CB1235 salmão,01/07/2024,,"3,80"
PEN004,Pente Afro,PEN004VAR001,Pente Afro de plástico,01/07/2024,,"2,00"
PEN004,Pente Afro,PEN004VAR002,Pente Afro de metal grande reto,01/07/2024,,"5,00"
PEN005,Pente carbono Mofashi antiestático 06900,PEN005VAR001,Pente Carbono Mofashi antiestático 06900 bege,01/07/2024,,"3,00"
PEN006,Pente carbono Mofashi antiestático 06200,PEN006VAR001,Pente Carbono Mofashi antiestático 06200 branco,01/07/2024,,"3,00"
PEN007,Pente carbono Umi tipo Andis preto,PEN007VAR001,Pente carbono Umi tipo Andis preto,01/07/2024,,"3,00"
PEN008,Pente Mofashi tipo clipper 188,PEN008VAR001,Pente Mofashi tipo clipper 188,01/07/2024,,"3,00"
PEN009,Pente Mofashi carbonantistatic 8612,PEN009VAR001,Pente Mofashi carbonantistatic 8612 bege,01/07/2024,,"3,00"
PEN010,Pente Mofashi carbonantistatic cabo de metal 06700,PEN010VAR002,Pente Mofashi carbonantistatic cabo de metal 06700 bege,01/07/2024,,"3,00"
PEN011,Pente Mofashi carbonantistatic 8915,PEN011VAR001,Pente Mofashi carbonantistatic 8915 branco,01/07/2024,,"3,00"
PEN012,Pente Mofashi carbonantistatic 8613,PEN012VAR001,Pente Mofashi carbonantistatic 8613 bege,01/07/2024,,"3,00"
PEN013,Pente Mofashi carbonantistatic 06969,PEN013VAR001,Pente Mofashi carbonantistatic 06969 preto,01/07/2024,,"3,00"
PEN014,Pente Mofashi carbonantistatic 0812,PEN014VAR001,Pente Mofashi carbonantistatic 0812 bege,01/07/2024,,
PEN015,Pente Mofashi carbonantistatic branco sem código,PEN015VAR001,Pente Mofashi carbonantistatic branco sem código,01/07/2024,,
PEN016,Pente Mofashi carbonantistatic 8917,PEN016VAR001,Pente Mofashi carbonantistatic 8917 branco,01/07/2024,,
PEN017,Pente carbono dourado sem marca,PEN017VAR001,Pente carbono dourado sem marca,01/07/2024,,
PEN018,Pente tipo Andis dourado sem marca,PEN018VAR001,Pente tipo Andis dourado sem marca,01/07/2024,,"5,00"
PEN019,Pente de madeira chinês,PEN019VAR001,Pente de madeira chinês,01/07/2024,,
PEN020,Pente Afro,PEN020VAR003,Pente Afro de metal angulado,01/07/2024,,"7,00"
PEN021,Pente Disfarce Tru Barber,PEN021VAR001,Pente Curvo Tru Barber branco,01/07/2024,,
PEN022,Pente Carbono Umi CB605,PEN022VAR001,Pente Carbono Umi CB605 salmão,01/07/2024,,
PEN022,Pente Carbono Umi CB605,PEN022VAR002,Pente Carbono Umi CB605 bege,01/07/2024,,
PEN023,Pente Disfarce Tru Barber,PEN023VAR001,Pente Curvo Tru Barber diferente cinza,01/07/2024,,"20,00"
PEN024,Pente tipo Clipper,PEN024VAR001,Pente tipo Clipper branco,01/07/2024,,"4,00"
PEN024,Pente tipo Clipper,PEN024VAR002,Pente tipo Clipper preto,01/07/2024,,"4,00"
PEN024,Pente tipo Clipper,PEN024VAR003,Pente tipo Clipper verde,01/07/2024,,"4,00"
PEN024,Pente tipo Clipper,PEN024VAR004,Pente tipo Clipper amarelo,01/07/2024,,"4,00"
PEN025,Pente de bolso/retrô,PEN025VAR001,Pente de bolso/retrô várias cores,01/07/2024,,
PEN026,Pente de química Beauty Flash,PEN026VAR001,Pente de química Beauty Flash,01/07/2024,,"3,00"
NDR001,Esponja Nudred simples,NDR001VAR001,Esponja Nudred simples M,01/07/2024,,"3,50"
NDR002,Esponja Nudred simples estampada,NDR002VAR001,Esponja Nudred simples P estampada,01/07/2024,,"4,50"
NDR002,Esponja Nudred simples estampada,NDR002VAR002,Esponja Nudred simples M estampada,01/07/2024,,"4,50"
NDR002,Esponja Nudred simples estampada,NDR002VAR003,Esponja Nudred simples G estampada,01/07/2024,,"4,50"
NDR003,Esponja Nudred dupla,NDR003VAR001,Esponja Nudred dupla P,01/07/2024,,"6,50"
NDR003,Esponja Nudred dupla,NDR003VAR002,Esponja Nudred dupla M,01/07/2024,,"6,50"
NDR003,Esponja Nudred dupla,NDR003VAR003,Esponja Nudred dupla G,01/07/2024,,"6,50"
ESL001,Espelho de Nuca,ESL001VAR001,Espelho de Nuca de EVA,01/07/2024,,"21,00"
EPL001,Espelho de Nuca,EPL001VAR002,Espelho de Nuca de madeira,01/07/2024,,
TES001,Tesoura Tondeo 6 polegadas,TES001VAR001,Tesoura Tondeo 6 polegadas fio laser,01/07/2024,,"35,00"
TES001,Tesoura Tondeo 6 polegadas,TES001VAR002,Tesoura Tondeo 6 polegadas fio navalha,01/07/2024,,"35,00"
TES002,"Tesoura Tondeo Primo 6,5 polegadas",TES002VAR001,"Tesoura Tondeo Primo 6,5 polegadas com dedal preto",01/07/2024,,
TES003,Tesoura de desbaste Tondeo Primo,TES003VAR001,"Tesoura de desbaste Tondeo Primo 6,5 polegadas com dedal preto",01/07/2024,,
TES003,Tesoura de desbaste Tondeo Primo,TES003VAR002,Tesoura de desbaste Tondeo Primo 6 polegadas com dedal preto,01/07/2024,,"0,00"
TES004,Pinça Mosquito Reta/Curva Halstead,TES004VAR001,Pinça Mosquito Reta/Curva Halstead 12 cm,01/07/2024,,
FIX001,Fixador Extreme Pró Verde 400 ml,FIX001VAR001,Extreme Pró Verde 400 ml,01/07/2024,,"17,90"
FIX002,Fixador Extreme Pró Vermelho 400 ml,FIX002VAR001,Extreme Pró Vermelho 400 ml,01/07/2024,,"18,90"
FIX003,Fixador Isacare 400 ml,FIX003VAR001,Isacare 400 ml,01/07/2024,,"17,50"
TOU001,Touca Leon Barber,TOU001VAR001,Touca Leon Barber M,01/07/2024,,"40,00"
TOU001,Touca Leon Barber,TOU001VAR002,Touca Leon Barber P,01/07/2024,,"40,00"
AVN001,Avental para barbeiro - marca própria,AVN001VAR001,Avental para barbeiro de couro - marca própria,01/07/2024,,
AVN002,Avental para barbeiro - outra marca,AVN002VAR001,Avental para barbeiro de sarja - marca própria,01/07/2024,,"25,00"
SHP001,Shampoo Dom Pelo Anticaspa 250 ml,SHP001VAR001,Shampoo Dom Pelo Anticaspa 250 ml,01/07/2024,,"3,25"
SHP002,Shampoo Fox,SHP002VAR001,Shampoo Fox 4 em 1,01/07/2024,,
SHP002,Shampoo Fox,SHP002VAR002,Shampoo Fox Grooming,01/07/2024,,
SHP002,Shampoo Fox,SHP002VAR003,Shampoo Ice Fresh Fox,01/07/2024,,
SHA001,Shaving 1L Fox,SHA001VAR001,Shaving 1L Fox,01/07/2024,,
SHA002,Shaving 1L Dom Pelo,SHA002VAR001,Shaving 1L Dom Pelo,01/07/2024,,
TAL001,Talco Fox,TAL001VAR001,Talco Fox 140 ml,01/07/2024,,
TAL002,Talco Dom Pelo,TAL002VAR001,Talco Dom Pelo,01/07/2024,,
LPR001,Limpador facial Fox,LPR001VAR001,Limpador facial Fox 250g,01/07/2024,,
FIX004,Fixador Fix Hair Fox,FIX004VAR001,Fix Hair Fox 400 ml,01/07/2024,,
PBR001,Balm Fox,PBR001VAR001,Balm Fox 120 ml,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR001,Cera Fox Caramelo 130g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR002,Cera Fox Efeito Seco 120g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR003,Cera Fox Caramelo 80g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR004,Cera Fox Pasta Coffe 80g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR005,Cera Fox Pasta Premium 80g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR006,Cera Fox Pasta Toque Seco 80g,01/07/2024,,
POM001,Pomada/Cera Fox,POM001VAR007,Cera Fox Pasta Efeito Teia 80g,01/07/2024,,
MAS001,Máscara preta anti-acne Dom Pelo 150g,MAS001VAR001,Máscara preta anti-acne Dom Pelo 150g,01/07/2024,,
MAS002,Máscara black Fox,MAS002VAR001,Máscara black Fox 8g,01/07/2024,,
CMB001,Cumbuca para tinta/luzes,CMB001VAR001,Cumbuca para tinta/luzes,01/07/2024,,"5,00"
PNL001,Pincel para tinta/luzes,PNL001VAR001,Pincel para tinta/luzes,01/07/2024,,
EPL001,Espelho de Nuca,EPL001VAR001,Espátula para tinta/luzes,01/07/2024,,
OLE001,Óleo para lubrificar máquina,OLE001VAR001,Óleo para lubrificar máquina,01/07/2024,,
RSL002,Resfriador de lâmina Bravus 400 ml,RSL002VAR001,Resfriador de lâmina Bravus 400 ml,01/07/2024,,"21,00"
GOL001,Gola Higiência Descartável,GOL001VAR001,Gola Higiência Descartável,01/07/2024,,
TPT001,Tapete antiderrapante de bancada,TPT001VAR001,Tapete antiderrapante de bancada,01/07/2024,,"12,00"
NAV001,Navalhete de pressão,NAV001VAR001,Navalhete de pressão preto,01/07/2024,,"35,00"
NAV001,Navalhete de pressão,NAV001VAR002,Navalhete de pressão dourado,01/07/2024,,"35,00"
TQR001,Talqueira Barber Pro,TQR001VAR001,Talqueira Barber Pro,01/07/2024,,"13,00"
ESP001,Espanador Fígaro,ESP001VAR001,Espanador Fígaro Cabo Preto Cerda Branca,01/07/2024,,"4,00"
ESP001,Espanador Fígaro,ESP001VAR002,Espanador Fígaro Cabo Preto Cerda Preta,01/07/2024,,"4,00"
GEL001,Gel Cola Amigos Barber,GEL001VAR001,Gel Cola Amigos Barber,01/07/2024,,"4,00"
EJT001,Estojo de Tesoura,EJT001VAR001,Estojo de tesoura preto,01/07/2024,,"10,00"
POM002,Pomada modeladora Waves,POM002VAR001,Pomada modeladora Waves Vermelha,01/07/2024,,"5,00"
POM002,Pomada modeladora Waves,POM002VAR002,Pomada modeladora Waves Roxa,01/07/2024,,"5,00"
ESP006,Espanador Vassoura/cabo longo,ESP006VAR001,Espanador Vassoura de madeira,01/07/2024,,"13,00"
ESP007,Espanador Talqueira com botão,ESP007VAR001,Espanador Talqueira com botão cerdas brancas,01/07/2024,,"10,00"
ESP008,Espanador cilíndrico tipo bolinha,ESP008VAR001,Espanador cilíndrico parecido com o bolinha,01/07/2024,,"10,00"
AGU001,Agulha Leon Barber,AGU001VAR001,Agulha Leon Barber,01/07/2024,,"5,00"
DCH001,Ducha de lavatório com filtro,DCH001VAR001,Ducha de lavatório com filtro,01/07/2024,,"12,50"
DCH001,Ducha de lavatório com filtro,DCH001VAR002,Ducha Black,01/07/2024,,"12,00"
TES005,Tesoura cirúgica Spencer,TES005VAR001,Tesoura cirúgica Spencer,01/07/2024,,"10,00"
RSL001,Resfriador de lâmina Maranatta,RSL001VAR001,Resfriador de lâmina Maranatta 400 ml,01/07/2024,,"19,00"
FIX005,Fixador DRI Works,FIX005VAR001,Fixador DRI Works 400 ml,01/07/2024,,
CNT001,Caneta preenchedor de barba Suake,CNT001VAR001,Caneta preenchedor de barba Suake 15g,01/07/2024,,"5,00"
CAP004,Capa Personalizada adulta estampada,CAP004VAR048,Capa personalizada NBA 94,01/07/2024,,"16,00"
AVN002,Avental para barbeiro - outra marca,AVN002VAR002,Avental para barbeiro de couro - outra marca marrom,01/07/2024,,"25,00"
CAP003,Capa Silky adulta estampada,CAP003VAR017,Capa Silky Puma Cetim,01/07/2024,,"5,00"
CAP003,Capa Silky adulta estampada,CAP003VAR018,Capa Silky Burberry,01/07/2024,,"13,00"
NAV002,Navalhete de dedo,NAV002VAR001,Navalhete de dedo preto,01/07/2024,,"13,00"
NAV001,Navalhete de pressão,NAV001VAR003,Navalhete de pressão laranja,01/07/2024,,"15,00"
NAV001,Navalhete de pressão,NAV001VAR004,Navalhete de pressão verde,01/07/2024,,"35,00"
NAV001,Navalhete de pressão,NAV001VAR005,Navalhete de pressão verde,01/07/2024,,"35,00"
NAV003,Navalhete básico,NAV003VAR001,Navalhete básico preto com dourado,01/07/2024,,"35,00"
NAV001,Navalhete de pressão,NAV001VAR006,Navalhete de pressão azul,01/07/2024,,"15,00"
NAV004,Navalhete de madeira,NAV004VAR001,Navalhete de madeira,01/07/2024,,"35,00"
NAV001,Navalhete de pressão,NAV001VAR007,Navalhete de pressão prata,01/07/2024,,"20,00"
NAV005,Navalhete de desbastar,NAV005VAR001,Navalhete de desbastar,01/07/2024,,"15,00"
TES006,"Tesoura Jaguar 6,5 polegadas",TES006VAR001,"Tesoura Jaguar 6,5 polegadas fio laser",01/07/2024,,
TES007,Tesoura Mofashi,TES007VAR001,Tesoura Mofashi prata,01/07/2024,,"45,00"
TES007,Tesoura Mofashi,TES007VAR002,Tesoura Mofashi preta,01/07/2024,,"45,00"
TES008,Tesoura Umi,TES008VAR001,Tesoura Umi prata,01/07/2024,,"45,00"
TES007,Tesoura Mofashi,TES007VAR003,Tesoura Mofashi dourada,01/07/2024,,"45,00"
TES007,Tesoura Mofashi,TES007VAR004,Tesoura Mofashi azul,01/07/2024,,"45,00"
TES009,Tesoura Umi desfiadeira,TES009VAR001,Tesoura Umi desfiadeira,01/07/2024,,"45,00"
TES010,Tesoura Mofashi desfiadeira,TES010VAR001,Tesoura Mofashi desfiadeira,01/07/2024,,"45,00"
TES011,Tesoura cirúgica Romba,TES011VAR001,Tesoura cirúgica Romba reta 15cm,01/07/2024,,"10,00"
TES012,Tesoura Íris curva,TES012VAR001,Tesoura Íris curva,01/07/2024,,"10,00"
TES013,Tesoura Íris reta,TES013VAR001,Tesoura Íris reta,01/07/2024,,"10,00"
TES014,Tesoura cirúgica Romba,TES014VAR001,Tesoura cirúgica Romba curva 15cm,01/07/2024,,"10,00"
TES015,Tesoura pinça curvada,TES015VAR001,Tesoura pinça curvada,01/07/2024,,"10,00"
TES016,Pinça reta,TES016VAR001,Pinça reta,01/07/2024,,"10,00"
CAP004,Capa Personalizada adulta estampada,CAP004VAR049,Capa personalizada Bart supreme,01/07/2024,,"16,00"
POM003,Pomada modeladora Amigos Barber,POM003VAR001,Pomada modeladora Amigos Barber Caramelo,01/07/2024,,
POM003,Pomada modeladora Amigos Barber,POM003VAR002,Pomada modeladora Amigos Barber Caramelo,01/07/2024,,
CAP004,Capa Personalizada adulta estampada,CAP004VAR050,Capa personalizada Bart Popeye,01/07/2024,,"13,00"
CAP004,Capa Personalizada adulta estampada,CAP004VAR051,Capa personalizada Barber shop,01/07/2024,,"13,00"
CAP009,"Capa de cetim lisa 1,80 m",CAP009VAR001,"Capa de Cetim 1,80 preta",01/07/2024,,
CAP009,"Capa de cetim lisa 1,80 m",CAP009VAR002,"Capa de Cetim 1,80 branca",01/07/2024,,
AOX001,Água Oxigenada Ox Mirage,AOX001VAR001,Água Oxigenada Ox Mirage 450 ml,01/07/2024,,
BOR001,Borrifador fino e cilíndrico,BOR001VAR004,"Borrifador fino, cilíndrico preto pole com caveira",01/07/2024,,"7,00"
PMQ001,"Pente para máquina 0,5",PMQ001VAR004,"Pente para máquina verde 0,5",01/07/2024,,"5,00"
ESP005,Espanador de madeira redonda para capa,ESP005VAR002,Espanador de madeira redonda com cerdas pretas para capa,01/07/2024,,"0,00"
PUF001,Puff de corte de cabelo infantil,PUF001VAR001,Puff de corte de cabelo infantil marvel,01/07/2024,,"0,00"
TOP001,Top suplex nadador preto,TOP001VAR001,Top suplex nadador preto M,01/07/2024,,"0,00"
TOP001,Top suplex nadador preto,TOP001VAR002,Top suplex nadador preto P,01/07/2024,,"0,00"
TOP001,Top suplex nadador preto,TOP001VAR003,Top suplex nadador preto G,01/07/2024,,"0,00"
TOP001,Top suplex nadador preto,TOP001VAR004,Top suplex nadador preto GG,01/07/2024,,"0,00"
